timestamp,image_path,classification_result_type,classification_result_quantity,classification_result_item
1745458668,/home/sdt/Workspace/onvif/python-onvif-zeep/socket/image_bucket/2025-04-24/20250424-103743.jpg,자갈,정상,발파석
